"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"31","Know someone for this job? MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/84mUSWpo1i #MDS",FALSE,0,NA,2016-10-11 12:32:52,FALSE,NA,"785820461263360000",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"32","RT @MDS_LosSamanes: Entra por el ARO No entres al TRIÁNGULO del #Delito Actúa y colabora con la #MDS en tu comunidad  https://t.co/GNddUqdm…",FALSE,0,NA,2016-10-11 12:11:05,FALSE,NA,"785814980981653505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Magaldycepeda",3,TRUE,FALSE,NA,NA
"33","RT @MDS_SECTOR7: 2 taller de mejoramiento profesional para vigilantes- modulo I. #mds #mdsbaruta #formacion #seguridad #Vigilante https://t…",FALSE,0,NA,2016-10-11 12:09:14,FALSE,NA,"785814512331022337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Magaldycepeda",4,TRUE,FALSE,NA,NA
"34","RT @MDS_LosSamanes: Entra por el ARO No entres al TRIÁNGULO del #Delito Actúa y colabora con la #MDS en tu comunidad  https://t.co/GNddUqdm…",FALSE,0,NA,2016-10-11 12:01:38,FALSE,NA,"785812600043044864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MDS_Santafe",3,TRUE,FALSE,NA,NA
"35","RT @MDS_SECTOR7: 2 taller de mejoramiento profesional para vigilantes- modulo I. #mds #mdsbaruta #formacion #seguridad #Vigilante https://t…",FALSE,0,NA,2016-10-11 11:59:18,FALSE,NA,"785812012794281984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MDS_Santafe",4,TRUE,FALSE,NA,NA
"36","RT @BestLeaguesCoD: #INFO | Buenos días, en nada empezamos con los #MDs a responder las preguntas vuestras.

#MGs los que quieren <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>.

@Zona…",FALSE,0,NA,2016-10-11 09:48:55,FALSE,NA,"785779201387421696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Biri87",6,TRUE,FALSE,NA,NA
"37","RT @BestLeaguesCoD: #INFO | Buenos días, en nada empezamos con los #MDs a responder las preguntas vuestras.

#MGs los que quieren <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>.

@Zona…",FALSE,0,NA,2016-10-11 09:25:50,FALSE,NA,"785773394147049472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","publiesports",6,TRUE,FALSE,NA,NA
"38","RT @profeetcustom: An essential event for anyone interested in the #MarathonDesSables https://t.co/4QNjpC2Bto @RunUltra_UK #MdS",FALSE,0,NA,2016-10-11 09:11:59,FALSE,NA,"785769907657080832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RunnersKnees",1,TRUE,FALSE,NA,NA
"39","An essential event for anyone interested in the #MarathonDesSables https://t.co/4QNjpC2Bto @RunUltra_UK #MdS",FALSE,1,NA,2016-10-11 09:11:08,FALSE,NA,"785769694666063872",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","profeetcustom",1,FALSE,FALSE,NA,NA
"40","RT @BestLeaguesCoD: #INFO | Buenos días, en nada empezamos con los #MDs a responder las preguntas vuestras.

#MGs los que quieren <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>.

@Zona…",FALSE,0,NA,2016-10-11 09:10:44,FALSE,NA,"785769593201631232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BestAYUDACoDPS3",6,TRUE,FALSE,NA,NA
"41","RT @BestLeaguesCoD: #INFO | Buenos días, en nada empezamos con los #MDs a responder las preguntas vuestras.

#MGs los que quieren <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>.

@Zona…",FALSE,0,NA,2016-10-11 09:04:43,FALSE,NA,"785768079636754433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vaaROH_",6,TRUE,FALSE,NA,NA
"42","#INFO | Buenos días, en nada empezamos con los #MDs a responder las preguntas vuestras.

#MGs los que quieren <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>.

@ZonaGamingPW @Biri87",FALSE,6,NA,2016-10-11 09:04:27,FALSE,NA,"785768011437342720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BestLeaguesCoD",6,FALSE,FALSE,NA,NA
"43","@marathonDsables not #equality cos they refused to deaf man who he was interested in #MdS #MarathonDesSables cos of difficult communication!",FALSE,0,"marathonDsables",2016-10-11 08:42:45,FALSE,"785457726692397056","785762550336131072","461365902","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Triathlone7",0,FALSE,FALSE,NA,NA
"44","Gym done with partner @jameswellock  now a. @DeliciouslyElla meal prep thanks to @EmilyWellock #wintermeals #mds",FALSE,1,NA,2016-10-11 08:05:32,FALSE,NA,"785753183574425600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sallywellock1",0,FALSE,FALSE,NA,NA
"45","Early diagnosis is vital in dealing with #Cancer PLEASE don't wait to contact your #GP Fatigue, Bruising, bleeding? GET CHECKED #MDS",FALSE,0,NA,2016-10-11 06:14:16,FALSE,NA,"785725182275051520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HelpforMDS",1,FALSE,FALSE,NA,NA
"46","#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/ZGRAJhtvLi",FALSE,0,NA,2016-10-11 03:03:34,FALSE,NA,"785677192940298240",NA,"<a href=""http://www.headhonchos.com"" rel=""nofollow"">hh_technology</a>","HH_Technology",0,FALSE,FALSE,NA,NA
"47","#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/q03Njl8LUQ",FALSE,0,NA,2016-10-11 03:03:33,FALSE,NA,"785677186669748224",NA,"<a href=""http://www.headhonchos.com"" rel=""nofollow"">hh_technology</a>","HH_Technology",0,FALSE,FALSE,NA,NA
"48","#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/DEILJmyLe9",FALSE,0,NA,2016-10-11 03:03:31,FALSE,NA,"785677179908567040",NA,"<a href=""http://www.headhonchos.com"" rel=""nofollow"">hh_technology</a>","HH_Technology",0,FALSE,FALSE,NA,NA
"49","#Hiring for Windows Mobile Architect Professionals #TechJobs #symbian #blackberry #mds #bes #career | Apply Now https://t.co/F2crOwm60M",FALSE,0,NA,2016-10-11 03:03:29,FALSE,NA,"785677173034135552",NA,"<a href=""http://www.headhonchos.com"" rel=""nofollow"">hh_technology</a>","HH_Technology",0,FALSE,FALSE,NA,NA
"50","""We are so insignificant. We are only here for a blink."" - @senmiriam #MDS #Madam #Miriam… https://t.co/qryKo86rwK",FALSE,0,NA,2016-10-11 02:03:59,FALSE,NA,"785662198886563840",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","carlcuare",0,FALSE,FALSE,NA,NA
"51","https://t.co/pJ8LpLiAsi #soundcloud #listen #mattdubz #mds #ct #rap #hiphop #future #desiigner type #song #follow #rt #retweet #folloback",FALSE,2,NA,2016-10-11 00:16:09,FALSE,NA,"785635061991370752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RobInSin6172",0,FALSE,FALSE,NA,NA
"52","#<U+0412><U+041A><U+0421>: #<U+041F><U+0412><U+0420><U+041E> #<U+041F><U+0412><U+041E>, #<U+041F><U+0420><U+041E> #<U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>: #<U+0417><U+0420><U+041A> #<U+0421>400 #<U+0417><U+0420><U+0421> (#<U+0421>300<U+041F><U+041C>3) #40<U+0420>6 «#<U+0422><U+0440><U+0438><U+0443><U+043C><U+0444>» / «#<U+0412><U+043E><U+0440><U+0447><U+0443><U+043D>»
#ASF: #AAMD #CAD #MDS... https://t.co/UFBpJJwB1x",FALSE,0,NA,2016-10-10 22:37:33,FALSE,NA,"785610245091364864",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","AlexArtAndros",0,FALSE,FALSE,NA,NA
"53","Genetic Basis of #MDS https://t.co/WVNw6x9IBw @MassGeneralNews @harvardmed @ImedexCME #MyelodysplasticSyndromes… https://t.co/yD0D8mhKnd",FALSE,1,NA,2016-10-10 22:31:04,TRUE,NA,"785608613977001984",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","oncologytube",0,FALSE,FALSE,NA,NA
"54","Job Available: MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/emYizSwSG4 #MDS",FALSE,0,NA,2016-10-10 21:26:23,FALSE,NA,"785592337439260672",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"55","RT @Harmonyhlthcare: Need the answers to the Top 10 Questions about #MDS #SectionGG ? Find them here: https://t.co/ginuD3KLZW https://t.co/…",FALSE,0,NA,2016-10-10 21:10:56,FALSE,NA,"785588448933453824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MMoserHHI",5,TRUE,FALSE,NA,NA
"56","#<U+0412><U+041A><U+0421> #<U+041F><U+0412><U+041E> #<U+041F><U+0420><U+041E> #<U+0420><U+043E><U+0441><U+0441><U+0438><U+044F> ""#<U+0418><U+0441><U+043A><U+0430><U+043D><U+0434><U+0435><U+0440><U+041C>""
#ASF #CAD #MDS #Russia ""#IskanderM"" https://t.co/HJCJsCV4rA",FALSE,0,NA,2016-10-10 20:48:57,FALSE,NA,"785582917925740544",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","AlexArtAndros",0,FALSE,FALSE,NA,NA
"57","Sabem como é né? Kkk #mds https://t.co/PdOiQI0DIh",FALSE,0,NA,2016-10-10 20:41:46,FALSE,NA,"785581110541426688",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","mattos_silva",0,FALSE,FALSE,NA,NA
"58","RT @LinfomasAr: Mayoría de los pacientes (86 %) con #MDS son más de 60 años y menos de 10% de los pacientes son menor de 50 #MIELODISPLASIA…",FALSE,0,NA,2016-10-10 20:14:59,FALSE,NA,"785574368927768576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tanyamoranfava1",2,TRUE,FALSE,NA,NA
"59","Don't miss the chance to have YOUR questions about #MDS treatment answered! https://t.co/1xRKvsMkEB",FALSE,0,NA,2016-10-10 20:02:21,FALSE,NA,"785571188105969665",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","MediComOncology",0,FALSE,FALSE,NA,NA
"60","Apply Today: MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/JPy5FVAb6z #MDS",FALSE,0,NA,2016-10-10 19:49:08,FALSE,NA,"785567864908644352",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
"61","RT @dickthewhite: Important observation that tech will bring positives and unintuitive solutions to negatives. #patients &amp; #MDs with tools…",FALSE,0,NA,2016-10-10 19:47:18,FALSE,NA,"785567403019120641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VahabzadehMD",1,TRUE,FALSE,NA,NA
"62","Important observation that tech will bring positives and unintuitive solutions to negatives. #patients &amp; #MDs with… https://t.co/JLuAv51sjD",FALSE,1,NA,2016-10-10 19:42:58,TRUE,NA,"785566310658772992",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dickthewhite",1,FALSE,FALSE,NA,NA
"63","RT @LinfomasAr: Mayoría de los pacientes (86 %) con #MDS son más de 60 años y menos de 10% de los pacientes son menor de 50 #MIELODISPLASIA…",FALSE,0,NA,2016-10-10 19:26:37,FALSE,NA,"785562195916644352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alicianruiz",2,TRUE,FALSE,NA,NA
"64","Lucky enough to bag a Virgin London Marathon ballot place? Join our team + help beat #MDS",FALSE,0,NA,2016-10-10 19:01:33,FALSE,NA,"785555891009576960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HelpforMDS",0,FALSE,FALSE,NA,NA
"65","#Mds <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1> @nahcardoso @Anitta https://t.co/fcYE2Rfl38",FALSE,1,NA,2016-10-10 19:00:16,FALSE,NA,"785555564134891520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FerreiraJamiil",0,FALSE,FALSE,NA,NA
"66","RT @HelpforMDS: Found out if you have a place in the #LondonMarathon? If you have we could use your help! Help us make people #MDS aware &amp;…",FALSE,0,NA,2016-10-10 18:58:33,FALSE,NA,"785555133560217601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VictoriaPrice91",2,TRUE,FALSE,NA,NA
"67","RT @HelpforMDS: Found out if you have a place in the #LondonMarathon? If you have we could use your help! Help us make people #MDS aware &amp;…",FALSE,0,NA,2016-10-10 18:02:16,FALSE,NA,"785540970834165761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","revkes",2,TRUE,FALSE,NA,NA
"68","Found out if you have a place in the #LondonMarathon? If you have we could use your help! Help us make people #MDS aware &amp; help raise funds!",FALSE,0,NA,2016-10-10 18:02:01,FALSE,NA,"785540905692528640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HelpforMDS",2,FALSE,FALSE,NA,NA
"69","RT @mariands2805: #RutaRosa previniendo el cancer de mama. 
#MDS #MiTrabajoesContigo https://t.co/ohN2FPSddY",FALSE,0,NA,2016-10-10 17:10:06,FALSE,NA,"785527840313708544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeportPRIToluca",3,TRUE,FALSE,NA,NA
"70","RT @mariands2805: #RutaRosa previniendo el cancer de mama. 
#MDS #MiTrabajoesContigo https://t.co/ohN2FPSddY",FALSE,0,NA,2016-10-10 15:34:15,FALSE,NA,"785503719756476416",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","reynaldo095",3,TRUE,FALSE,NA,NA
"71","#RutaRosa previniendo el cancer de mama. 
#MDS #MiTrabajoesContigo https://t.co/ohN2FPSddY",FALSE,2,NA,2016-10-10 15:33:59,FALSE,NA,"785503654811881472",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mariands2805",3,FALSE,FALSE,NA,NA
"72","Now hiring for: MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/RWd5EMaTrG #MDS",FALSE,0,NA,2016-10-10 15:14:53,FALSE,NA,"785498848441561088",NA,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>","DNGPlacement",0,FALSE,FALSE,NA,NA
